InvoiceNo,InvoiceDate,CustomerID
536946,12-03-10 12:28,13013
536947,12-03-10 12:29,13013
536954,12-03-10 12:41,17809
536956,12-03-10 12:43,14210
536957,12-03-10 12:43,17809
536960,12-03-10 12:48,16477
536967,12-03-10 12:57,12600
536968,12-03-10 13:09,16013
536969,12-03-10 13:10,16013
536970,12-03-10 13:12,17949
536971,12-03-10 13:40,12779
536972,12-03-10 13:42,16926
536973,12-03-10 13:43,17787
536974,12-03-10 13:59,12682
536975,12-03-10 14:04,14911
536976,12-03-10 14:18,14723
536977,12-03-10 14:18,17954
536980,12-03-10 14:26,17819
536981,12-03-10 14:26,14723
536983,12-03-10 14:30,12712
536984,12-03-10 14:35,17841
536985,12-03-10 14:40,15373
536986,12-03-10 14:40,16140
536987,12-03-10 14:54,17198
536988,12-03-10 15:05,17238
536989,12-03-10 15:10,17238
536990,12-03-10 15:14,12793
536992,12-03-10 15:16,15769
536993,12-03-10 15:19,14396
536994,12-03-10 15:25,14898
537022,12-03-10 15:45,12725
537023,12-03-10 16:02,16725
537026,12-03-10 16:35,12395
537030,12-03-10 16:44,16455
537031,12-03-10 16:45,16455
537034,12-03-10 17:20,13081
537035,12-03-10 17:21,13081
537036,12-03-10 17:28,15545
537037,12-05-10 10:03,17243
537038,12-05-10 10:12,15465
537040,12-05-10 10:27,13089
537041,12-05-10 10:36,16033
537042,12-05-10 10:45,13838
537044,12-05-10 10:52,18055
537045,12-05-10 10:54,15038
537046,12-05-10 10:58,18109
537047,12-05-10 11:02,13069
537048,12-05-10 11:03,13069
537049,12-05-10 11:04,16241
537050,12-05-10 11:10,14800
537051,12-05-10 11:12,15708
537052,12-05-10 11:15,16839
537053,12-05-10 11:38,16168
537054,12-05-10 11:40,16931
537055,12-05-10 11:45,16814
537057,12-05-10 11:49,15351
537058,12-05-10 11:51,13269
537059,12-05-10 11:54,14813
537065,12-05-10 11:57,12567
537067,12-05-10 11:57,14813
537077,12-05-10 11:59,17062
537081,12-05-10 12:00,15332
537086,12-05-10 12:01,15332
537090,12-05-10 12:02,15332
537111,12-05-10 12:08,14810
537117,12-05-10 12:09,16353
537126,12-05-10 12:13,18118
537127,12-05-10 12:13,13831
537128,12-05-10 12:15,12841
537129,12-05-10 12:15,13506
537130,12-05-10 12:23,17796
537131,12-05-10 12:26,15716
537133,12-05-10 12:29,18156
537134,12-05-10 12:34,16983
537135,12-05-10 12:35,17059
537136,12-05-10 12:42,12748
537137,12-05-10 12:43,16327
537138,12-05-10 12:44,17211
537139,12-05-10 12:47,17026
537140,12-05-10 12:53,12748
537141,12-05-10 12:57,15570
537142,12-05-10 12:57,12748
537144,12-05-10 13:00,15880
537153,12-05-10 13:03,16718
537154,12-05-10 13:05,15808
537155,12-05-10 13:05,12748
537156,12-05-10 13:08,17858
537158,12-05-10 13:10,16393
537159,12-05-10 13:17,14527
537160,12-05-10 13:18,14161
537163,12-05-10 13:21,17863
537176,12-05-10 13:26,16411
537179,12-05-10 13:29,13767
537192,12-05-10 13:42,16402
537193,12-05-10 13:49,15023
537194,12-05-10 13:53,17402
537195,12-05-10 13:55,15311
537196,12-05-10 13:55,15426
537197,12-05-10 14:02,12647
537198,12-05-10 14:03,12647
537199,12-05-10 14:06,15894
537200,12-05-10 14:17,15867
537201,12-05-10 14:19,12472
537202,12-05-10 14:25,14506
537204,12-05-10 14:45,15555
537205,12-05-10 14:52,13034
537206,12-05-10 15:02,15235
537207,12-05-10 15:06,17402
537208,12-05-10 15:12,15889
537209,12-05-10 15:12,14606
537210,12-05-10 15:15,15953
537211,12-05-10 15:18,16143
537212,12-05-10 15:21,12720
537213,12-05-10 15:26,12748
537214,12-05-10 15:35,16422
537215,12-05-10 15:38,12747
537216,12-05-10 15:40,15502
537217,12-05-10 15:40,15502
537218,12-05-10 15:46,12763
537219,12-05-10 15:47,14081
537221,12-05-10 15:54,17965
537222,12-05-10 16:00,14404
537223,12-05-10 16:10,13579
537224,12-05-10 16:24,13174
537225,12-05-10 16:41,12748
537226,12-06-10 8:34,15987
537227,12-06-10 8:42,17677
537228,12-06-10 8:43,17677
537229,12-06-10 8:44,17677
537231,12-06-10 9:21,13652
537233,12-06-10 9:37,17428
537235,12-06-10 9:45,17381
537236,12-06-10 9:52,16858
537238,12-06-10 10:03,16161
537239,12-06-10 10:05,18219
537241,12-06-10 10:18,14293
537242,12-06-10 10:19,14748
537243,12-06-10 10:19,16638
537244,12-06-10 10:20,17674
537245,12-06-10 10:24,14748
537246,12-06-10 10:27,12808
537247,12-06-10 10:34,13094
537248,12-06-10 10:36,15899
537249,12-06-10 10:38,16955
537250,12-06-10 10:43,12708
537254,12-06-10 11:01,15898
537255,12-06-10 11:03,14443
537256,12-06-10 11:06,16210
537257,12-06-10 11:10,17691
537258,12-06-10 11:16,17227
537262,12-06-10 11:26,15039
537265,12-06-10 11:26,15919
537298,12-06-10 11:37,13497
537301,12-06-10 11:38,15860
537312,12-06-10 11:42,14189
537313,12-06-10 11:42,15304
537332,12-06-10 11:58,14344
537334,12-06-10 12:06,16719
537335,12-06-10 12:15,15048
537346,12-06-10 12:21,15301
537350,12-06-10 12:23,14708
537351,12-06-10 12:23,16898
537354,12-06-10 12:23,12748
537359,12-06-10 12:30,14825
537360,12-06-10 12:31,18113
537362,12-06-10 12:34,17596
537365,12-06-10 12:38,15078
537366,12-06-10 12:39,14085
537367,12-06-10 12:39,15078
537368,12-06-10 12:40,14911
537369,12-06-10 12:41,17860
537370,12-06-10 12:44,13155
537371,12-06-10 12:47,15028
537372,12-06-10 12:52,16919
537374,12-06-10 12:55,17259
537375,12-06-10 12:55,17019
537376,12-06-10 12:59,16722
537377,12-06-10 13:01,15882
537378,12-06-10 13:06,14911
537380,12-06-10 13:12,15882
537381,12-06-10 13:13,14667
537382,12-06-10 13:13,16710
537384,12-06-10 13:21,15984
537385,12-06-10 13:22,14487
537386,12-06-10 13:32,14911
537387,12-06-10 13:34,13468
537388,12-06-10 13:35,17682
537389,12-06-10 13:41,17757
537390,12-06-10 13:47,16658
537391,12-06-10 13:53,16550
537392,12-06-10 13:58,17068
537393,12-06-10 13:59,13089
537394,12-06-10 14:00,13089
537395,12-06-10 14:05,15356
537396,12-06-10 14:08,17223
537397,12-06-10 14:19,16817
537399,12-06-10 14:31,13030
537400,12-06-10 14:36,17191
537403,12-06-10 14:43,17191
537404,12-06-10 14:46,17191
537405,12-06-10 14:51,17841
537407,12-06-10 14:55,15502
537409,12-06-10 15:00,15194
537410,12-06-10 15:03,14409
537412,12-06-10 15:06,14409
537415,12-06-10 15:09,16654
537418,12-06-10 15:13,17884
537419,12-06-10 15:14,13495
537420,12-06-10 15:18,17519
537421,12-06-10 15:25,17218
537422,12-06-10 15:27,17812
537423,12-06-10 15:34,14215
537424,12-06-10 15:35,15602
537428,12-06-10 15:38,17320
537429,12-06-10 15:54,12748
537433,12-06-10 16:36,12913
537435,12-06-10 16:58,17920
537440,12-06-10 17:16,17869
537441,12-06-10 17:26,13564
537446,12-07-10 9:13,18055
537447,12-07-10 9:21,13963
537448,12-07-10 9:23,17450
537456,12-07-10 9:43,17450
537457,12-07-10 9:51,17511
537458,12-07-10 9:55,17091
537459,12-07-10 9:57,17470
537460,12-07-10 10:04,17616
537461,12-07-10 10:06,15649
537462,12-07-10 10:06,17228
537463,12-07-10 10:08,12681
537464,12-07-10 10:14,14907
537465,12-07-10 10:32,17735
537467,12-07-10 10:36,16059
537468,12-07-10 10:36,12567
537469,12-07-10 10:43,17720
537470,12-07-10 10:47,15018
537471,12-07-10 10:51,14344
537472,12-07-10 11:11,12971
537476,12-07-10 11:26,15838
537484,12-07-10 11:30,14733
537489,12-07-10 11:33,17017
537509,12-07-10 11:41,13756
537523,12-07-10 11:45,14176
537538,12-07-10 11:49,15353
537567,12-07-10 11:59,18119
537592,12-07-10 12:18,17491
537593,12-07-10 12:21,14282
537594,12-07-10 12:28,12647
537595,12-07-10 12:29,13569
537598,12-07-10 12:37,14135
537599,12-07-10 12:37,17954
537601,12-07-10 12:43,17287
537603,12-07-10 12:49,14673
537604,12-07-10 13:01,13488
537605,12-07-10 13:13,16221
537606,12-07-10 13:16,15002
537607,12-07-10 13:18,15965
537608,12-07-10 13:20,15024
537609,12-07-10 13:22,17675
537612,12-07-10 13:28,13769
537614,12-07-10 13:29,16904
537615,12-07-10 13:30,15898
537616,12-07-10 13:30,16904
537617,12-07-10 13:45,16086
537618,12-07-10 13:50,15061
537619,12-07-10 13:53,13786
537620,12-07-10 14:00,13880
537622,12-07-10 14:30,13173
537623,12-07-10 14:31,15858
537624,12-07-10 14:41,12748
537625,12-07-10 14:57,15180
537626,12-07-10 14:57,12347
537627,12-07-10 14:58,14739
537628,12-07-10 15:02,16293
537629,12-07-10 15:03,17419
537631,12-07-10 15:04,17419
537634,12-07-10 15:15,16775
537635,12-07-10 15:18,16306
537636,12-07-10 15:20,16950
537646,12-07-10 15:39,17591
537648,12-07-10 15:48,12839
537649,12-07-10 15:48,13807
537650,12-07-10 15:48,16125
537653,12-07-10 15:54,17897
537655,12-07-10 16:20,15081
537657,12-07-10 16:42,18102
537658,12-07-10 16:43,18102
537659,12-07-10 16:43,18102
537664,12-07-10 17:05,15024
537665,12-07-10 17:19,16365
537667,12-08-10 8:12,17870
537668,12-08-10 8:43,14821
537669,12-08-10 8:58,16863
537670,12-08-10 9:07,13078
537671,12-08-10 9:20,13267
537672,12-08-10 9:30,13050
537673,12-08-10 9:49,12709
537674,12-08-10 9:51,15628
537676,12-08-10 9:53,12386
537678,12-08-10 9:56,16779
537680,12-08-10 10:11,13599
537681,12-08-10 10:11,13329
537682,12-08-10 10:13,13599
537683,12-08-10 10:14,12921
537685,12-08-10 10:21,18077
537686,12-08-10 10:21,14744
537688,12-08-10 10:35,17406
537689,12-08-10 10:36,15750
537690,12-08-10 10:38,13983
537691,12-08-10 10:39,13842
537692,12-08-10 10:40,14796
537693,12-08-10 10:45,12441
537694,12-08-10 10:46,14901
537698,12-08-10 10:51,13199
537700,12-08-10 10:51,18229
537707,12-08-10 10:53,14032
537738,12-08-10 11:02,17706
537743,12-08-10 11:02,17706
537751,12-08-10 11:04,17706
537754,12-08-10 11:16,16081
537755,12-08-10 11:31,16525
537757,12-08-10 11:38,17975
537758,12-08-10 11:41,16122
537759,12-08-10 11:42,13126
537760,12-08-10 11:42,15973
537761,12-08-10 11:43,13126
537762,12-08-10 12:01,16558
537764,12-08-10 12:06,16893
537765,12-08-10 12:08,14606
537766,12-08-10 12:08,17677
537767,12-08-10 12:09,15100
537768,12-08-10 12:11,15750
537769,12-08-10 12:17,15021
537770,12-08-10 12:24,15529
537771,12-08-10 12:29,15498
537772,12-08-10 12:35,18043
537773,12-08-10 12:36,16016
537774,12-08-10 12:40,14060
537775,12-08-10 12:41,17722
537780,12-08-10 12:45,17324
537781,12-08-10 12:46,17341
537789,12-08-10 12:49,14051
537791,12-08-10 12:51,16233
537792,12-08-10 12:56,16385
537793,12-08-10 12:57,15032
537794,12-08-10 13:01,16713
537795,12-08-10 13:03,17213
537796,12-08-10 13:03,18061
537799,12-08-10 13:07,15916
537800,12-08-10 13:08,12748
537801,12-08-10 13:08,15221
537802,12-08-10 13:11,13455
537803,12-08-10 13:14,15916
537804,12-08-10 13:17,12748
537806,12-08-10 13:21,13113
537808,12-08-10 13:23,15311
537809,12-08-10 13:28,14217
537810,12-08-10 13:30,15032
537811,12-08-10 13:30,17262
537813,12-08-10 13:38,18259
537815,12-08-10 13:49,17676
537816,12-08-10 13:51,16679
537817,12-08-10 13:53,18269
537818,12-08-10 13:53,12766
537819,12-08-10 13:55,15298
537822,12-08-10 14:22,13523
537825,12-08-10 14:36,15005
537826,12-08-10 14:38,15581
537827,12-08-10 14:43,15332
537828,12-08-10 14:43,15680
537829,12-08-10 14:46,15498
537830,12-08-10 14:46,13649
537831,12-08-10 14:50,17894
537833,12-08-10 14:53,13270
537836,12-08-10 14:58,14866
537837,12-08-10 14:59,13077
537840,12-08-10 15:03,13531
537841,12-08-10 15:10,13848
537842,12-08-10 15:12,13140
537843,12-08-10 15:16,15713
537844,12-08-10 15:17,17999
537845,12-08-10 15:23,17690
537846,12-08-10 15:25,15347
537847,12-08-10 15:33,14766
537848,12-08-10 15:35,13777
537849,12-08-10 15:35,13777
537850,12-08-10 15:38,16722
537851,12-08-10 15:39,13758
537852,12-08-10 15:56,17340
537854,12-08-10 15:58,13984
537855,12-08-10 15:59,15996
537859,12-08-10 16:11,14030
537861,12-08-10 16:18,16596
537862,12-08-10 16:21,12971
537863,12-08-10 16:29,14030
537864,12-08-10 16:34,16700
537865,12-08-10 16:34,16011
537866,12-08-10 16:45,17655
537867,12-08-10 16:48,16717
537868,12-08-10 16:49,12433
537871,12-08-10 17:20,12748
537879,12-09-10 8:34,14243
537880,12-09-10 9:14,12963
537881,12-09-10 9:23,15513
537882,12-09-10 9:25,15079
537883,12-09-10 9:27,14437
537884,12-09-10 9:30,15694
537885,12-09-10 9:34,12942
537886,12-09-10 9:49,15660
537887,12-09-10 10:00,18092
537888,12-09-10 10:04,15358
537889,12-09-10 10:04,13319
537890,12-09-10 10:04,15358
537891,12-09-10 10:05,13319
537892,12-09-10 10:13,12481
537894,12-09-10 10:16,12621
537895,12-09-10 10:30,14299
537896,12-09-10 10:33,18071
537897,12-09-10 10:37,12683
537898,12-09-10 10:42,17377
537899,12-09-10 10:44,12755
537900,12-09-10 10:45,15983
537901,12-09-10 10:48,13854
537915,12-09-10 10:55,12797
537955,12-09-10 11:28,16782
537963,12-09-10 11:30,13369
537967,12-09-10 11:31,12494
537981,12-09-10 11:35,17857
537995,12-09-10 11:39,12712
538000,12-09-10 11:44,12748
538002,12-09-10 11:48,14932
538003,12-09-10 12:05,12429
538005,12-09-10 12:12,13090
538006,12-09-10 12:13,14987
538007,12-09-10 12:16,14355
538008,12-09-10 12:17,12683
538009,12-09-10 12:17,14911
538010,12-09-10 12:20,17526
538011,12-09-10 12:24,14896
538012,12-09-10 12:32,14527
538013,12-09-10 12:37,17062
538014,12-09-10 12:49,14440
538015,12-09-10 12:49,13240
538032,12-09-10 12:59,14479
538035,12-09-10 13:03,16065
538037,12-09-10 13:05,17430
538040,12-09-10 13:08,16520
538048,12-09-10 13:14,15945
538049,12-09-10 13:21,12748
538050,12-09-10 13:22,12748
538051,12-09-10 13:24,18041
538053,12-09-10 13:34,15856
538056,12-09-10 13:34,17198
538057,12-09-10 13:38,13102
538063,12-09-10 13:44,18102
538064,12-09-10 13:47,15271
538065,12-09-10 13:57,13982
538067,12-09-10 13:59,15288
538068,12-09-10 14:05,17978
538069,12-09-10 14:08,16795
538070,12-09-10 14:08,16519
538073,12-09-10 14:10,17816
538076,12-09-10 14:15,15311
538077,12-09-10 14:19,14667
538078,12-09-10 14:25,16255
538079,12-09-10 14:27,17671
538080,12-09-10 14:28,17646
538086,12-09-10 14:44,12872
538087,12-09-10 14:44,17339
538093,12-09-10 14:49,12682
538094,12-09-10 14:50,13117
538095,12-09-10 14:55,17097
538097,12-09-10 14:56,15192
538101,12-09-10 15:01,15380
538104,12-09-10 15:16,17950
538106,12-09-10 15:20,17950
538107,12-09-10 15:21,12826
538108,12-09-10 15:23,17456
538113,12-09-10 15:29,15811
538116,12-09-10 15:32,13327
538117,12-09-10 15:33,13327
538120,12-09-10 15:35,17017
538125,12-09-10 15:46,18225
538126,12-09-10 15:50,17838
538145,12-09-10 16:08,15211
538146,12-09-10 16:10,15596
538147,12-09-10 16:11,13090
538151,12-09-10 16:28,16163
538155,12-09-10 16:52,16907
538156,12-09-10 16:53,15555
538157,12-09-10 16:57,17576
538163,12-09-10 17:27,17841
538165,12-09-10 17:34,14031
538166,12-09-10 18:09,17965
538167,12-09-10 18:58,14713
538168,12-09-10 19:23,14702
538169,12-09-10 19:28,13230
538170,12-09-10 19:32,13969
538171,12-09-10 20:01,17530
538172,12-10-10 9:33,15805
538174,12-10-10 9:35,12471
538175,12-10-10 9:48,12471
538176,12-10-10 9:48,17675
538178,12-10-10 9:51,17696
538179,12-10-10 9:52,17696
538180,12-10-10 9:53,13418
538181,12-10-10 10:08,17076
538182,12-10-10 10:18,17827
538183,12-10-10 10:21,16265
538184,12-10-10 10:21,17880
538185,12-10-10 10:22,16265
538186,12-10-10 10:26,13000
538187,12-10-10 10:27,16499
538190,12-10-10 10:47,17790
538191,12-10-10 10:49,15061
538192,12-10-10 10:50,15061
538193,12-10-10 10:51,15061
538194,12-10-10 10:52,17790
538195,12-10-10 10:52,15061
538196,12-10-10 10:56,12731
538197,12-10-10 10:56,14419
538198,12-10-10 11:01,17827
538199,12-10-10 11:02,14082
538200,12-10-10 11:11,17912
538201,12-10-10 11:12,15723
538202,12-10-10 11:19,14667
538203,12-10-10 11:21,13767
538204,12-10-10 11:23,16656
538205,12-10-10 11:24,12748
538206,12-10-10 11:31,17827
538207,12-10-10 11:33,12748
538208,12-10-10 11:39,14037
538209,12-10-10 11:42,12748
538210,12-10-10 11:44,14256
538211,12-10-10 11:47,17690
538216,12-10-10 11:51,14543
538240,12-10-10 12:00,16062
538248,12-10-10 12:14,18116
538250,12-10-10 12:20,18118
538252,12-10-10 12:29,16019
538255,12-10-10 12:33,14911
538260,12-10-10 12:42,18178
538263,12-10-10 12:44,18065
538268,12-10-10 12:45,18065
538279,12-10-10 12:48,14952
538280,12-10-10 12:50,12748
538283,12-10-10 12:56,12748
538288,12-10-10 12:58,12748
538296,12-10-10 13:06,13148
538306,12-10-10 13:24,12989
538307,12-10-10 13:27,14667
538308,12-10-10 13:29,14107
538309,12-10-10 13:32,15881
538310,12-10-10 13:44,15529
538311,12-10-10 13:48,12785
538312,12-10-10 13:48,16727
538313,12-10-10 13:50,15514
538327,12-10-10 13:58,15514
538342,12-10-10 14:04,15514
538343,12-10-10 14:29,13448
538345,12-10-10 14:45,13787
538346,12-10-10 14:53,17865
538347,12-10-10 14:54,17220
538352,12-10-10 15:21,16565
538353,12-10-10 15:31,13798
538354,12-10-10 15:45,16873
538355,12-10-10 15:49,17912
538356,12-10-10 15:56,14062
538361,12-10-10 16:36,17757
538363,12-10-10 17:14,18016
538364,12-10-10 17:26,14448
538365,12-12-10 10:11,17243
538366,12-12-10 10:47,18109
538367,12-12-10 10:48,14800
538368,12-12-10 10:57,15503
538369,12-12-10 11:06,17251
538370,12-12-10 11:06,16923
538371,12-12-10 11:07,15570
538374,12-12-10 11:17,14159
538378,12-12-10 11:26,14577
538379,12-12-10 11:26,17126
538382,12-12-10 11:37,17218
538397,12-12-10 11:44,12753
538403,12-12-10 11:46,17211
538409,12-12-10 11:49,17236
538417,12-12-10 11:54,16393
538418,12-12-10 12:00,17372
538419,12-12-10 12:01,16367
538420,12-12-10 12:03,12875
538421,12-12-10 12:08,17917
538437,12-12-10 12:18,16010
538449,12-12-10 12:24,17085
538453,12-12-10 12:26,16779
538470,12-12-10 12:34,15224
538473,12-12-10 12:35,13668
